
AUDIGNON;223;1
MONTARDIT;223;6
PUBLIER;223;11
DONZACQ;223;2
RAMOUS;223;4
SALLES SOUS BOIS;223;0
COCUMONT;223;2
MONTREDON LABESSONNIE;223;5
LIGNIERES ORGERES;223;4
SCEAUTRES;223;2
ST OUEN SUR ITON;223;17
CLOUE;223;1
DAUMAZAN SUR ARIZE;223;4
VAGNAS;223;0
ALAINCOURT;223;8
SOSPEL;223;62
BONNETAGE;223;9
BAUDREIX;223;17
MARNANS;223;3
BATHERNAY;223;1
MARTINCOURT SUR MEUSE;223;6
LADOYE SUR SEILLE;223;1
RUELLE SUR TOUVRE;223;0
ST VICTOR DE MORESTEL;223;2
ST PIERRE DE BRESSIEUX;223;2
BARDENAC;223;1
BONNEGARDE;223;2
COUNOZOULS;223;46
PORTES LES VALENCE;223;0
MONTREUIL BELLAY;223;2
COSGES;223;3
MONCRABEAU;223;6
LERNE;223;1
LOUVERNE;223;0
GRANDFONTAINE;223;4
FOUGERES;223;23
LA CHAPELLE MONTMOREAU;223;3
HOSTUN;223;1
VAL DES VIGNES;223;1
ST MICHEL DE LAPUJADE;223;3
ST PIERRE DE MEZOARGUES;223;4
MORNAC;223;4
RATIERES;223;2
ARANDON PASSINS;223;1
LE DOURN;223;3
GERVILLE;223;41
FAVERGES DE LA TOUR;223;3
BEAUME;223;38
VAL DU MAINE;223;3
ROQUECOURBE MINERVOIS;223;3
COUTHURES SUR GARONNE;223;1
ANGEAC CHARENTE;223;2
ST ANDRE DE DOUBLE;223;4
PAYRIN AUGMONTEL;223;10
BREN;223;1
BARTHERANS;222;3
OSSAGES;222;3
NAISEY LES GRANGES;222;7
CUQUERON;222;3
BOLOZON;222;5
CHARME;222;2
TARCENAY FOUCHERANS;222;4
RAZECUEILLE;222;20
BLANGY LE CHATEAU;222;9
BRETAGNE D ARMAGNAC;222;6
BIERNE LES VILLAGES;222;0
LUCERAM;222;39
STE FOY LA GRANDE;222;1
ESCALANS;222;3
TIERCE;222;1
VOUZAN;222;1
CHAMPAGNE MOUTON;222;0
BEUZEVILLE LA BASTILLE;222;3
CORMOLAIN;222;1
LARRIBAR SORHAPURU;222;4
CHAMPIGNY EN ROCHEREAU;222;2
NOUSSEVILLER LES BITCHE;222;57
ST QUENTIN DE CHALAIS;222;1
ENTREVERNES;222;6
LAIZE CLINCHAMPS;222;0
CESSE;222;2
MERILHEU;222;5
COMBOVIN;222;1
JUZET D IZAUT;222;19
OBENHEIM;222;68
VOGELGRUN;222;81
LION DEVANT DUN;222;8
TREJOULS;222;11
BOURG LES VALENCE;222;2
DOUVRES;222;3
LA BAZOUGE DES ALLEUX;222;3
BILLY SOUS MANGIENNES;222;3
ST CIERGE LA SERRE;222;1
AUROS;222;1
LUC SUR ORBIEU;222;8
FABREZAN;222;7
CASSEUIL;222;1
TASSE;222;1
CAUMONT SUR GARONNE;222;1
CHELIEU;222;4
LE BO;222;1
MAYENNE;222;2
MAULEON D ARMAGNAC;222;5
CHANDOLAS;222;1
ST MICHEL DE VILLADEIX;222;0
SOUCE;222;11
BREHAND;222;7
GEVINGEY;222;2
FLAVIN;222;3
DISTRE;222;0
SAIZENAY;222;2
CONNAC;222;2
PORT DE LANNE;222;6
LUMES;222;10
REBENACQ;222;5
LA FAYE;222;0
MAZEUIL;222;2
LEONCEL;222;1
ST JUAN;222;3
FONTENAY LE MARMION;222;1
GONTAUD DE NOGARET;222;1
VERDALLE;222;9
SAUMUR;222;2
SALMIECH;222;5
SARLIAC SUR L ISLE;222;0
CUNEGES;222;5
COURCITE;222;8
VILLIERS LE ROUX;222;1
ST JEAN DE DAYE;221;12
ROSSILLON;221;3
LARNAT;221;12
ST HILAIRE DE LAVIT;221;7
SAVIGNY SOUS FAYE;221;1
BRAIN SUR ALLONNES;221;2
CELLE LEVESCAULT;221;4
BRIOLLAY;221;1
ST JEAN DE MARCEL;221;5
CHARRAS;221;3
LUSIGNAN;221;1
CAUVILLE;221;6
ESCOULIS;221;5
ST ETIENNE DE PUYCORBIER;221;0
GOUPILLIERES;221;7
ST JEAN DE SAUVES;221;2
MONTIGNAC CHARENTE;221;0
FOLKLING;221;1
TREBRY;221;4
BROUSSE LE CHATEAU;221;2
VOUZAILLES;221;1
ADAST;221;37
PLENEE JUGON;221;3
MONVIEL;221;3
ST PIERRE DU VAL;221;8
PANGE;221;6
DUREIL;221;3
ORCHES;221;1
BONNEVILLE LA LOUVET;221;9
THORRENC;221;1
TOULOUZETTE;221;11
BALAGUIER SUR RANCE;221;0
ST DIDIER SOUS AUBENAS;221;2
JASSES;221;1
PLAIMBOIS DU MIROIR;221;1
BLYES;221;2
ELVEN;221;27
LA BARRE DE SEMILLY;221;1
ST JEAN DE VALS;221;9
ST GEORGES LES BAINS;221;1
WILLERWALD;221;3
LOS MASOS;221;35
DUNES;221;3
MYON;221;3
MOUTIERS AU PERCHE;221;13
PARNANS;221;0
LE MAS D AGENAIS;221;1
CONILHAC CORBIERES;221;4
ST ANDEOL DE VALS;221;4
CONDAL;221;2
BOUILLY;221;0
MONT DEVANT SASSEY;221;19
GERMEFONTAINE;221;7
URS;221;28
BRESSIEUX;221;4
TRIBEHOU;221;2
CAMEMBERT;221;8
ASPIN AURE;221;31
TOURETTE DU CHATEAU;221;0
LES PIEUX;221;81
BLAUSASC;221;36
CESSIEU;221;3
ST CHRISTOPHE ET LE LARIS;221;1
MAGNY CHATELARD;221;1
MONTGESOYE;221;1
ROCHETOIRIN;221;3
OUEZY;221;0
PLANZOLLES;221;0
SOLEYMIEU;221;0
CHATEAU CHALON;221;2
ERNES;221;1
ST MARTIN DE GURSON;221;1
FONTENILLE;221;2
BARRO;221;3
ST PHILBERT DES CHAMPS;221;0
ST SORLIN EN BUGEY;221;2
STE GEMMES LE ROBERT;221;0
URSCHENHEIM;221;23
PIED DE BORNE;221;2
VEYSSILIEU;221;0
LE FRAYSSE;221;15
BOURG LE ROI;221;5
NICOLE;221;2
BASTENNES;221;1
MENESPLET;221;1
PELLEGRUE;220;2
VALEMPOULIERES;220;0
LIEDERSCHIEDT;220;84
JURANCON;220;2
PEYRUS;220;2
COURRIS;220;6
MUZERAY;220;2
RUOMS;220;0
MOULARES;220;7
PORT;220;1
LES MONTS D ANDAINE;220;5
BEAUVAIN;220;2
ST ETIENNE DU VALDONNEZ;220;1
DOMPIERRE SUR VEYLE;220;1
VILLERS LA COMBE;220;2
VANCAIS;220;0
ARMENDARITS;220;7
MARTAIZE;220;3
ST LON LES MINES;220;5
FOURQUES SUR GARONNE;220;2
BOISSEZON;220;5
AGUESSAC;220;8
VILLE EN SALLAZ;220;1
CHASSENEUIL DU POITOU;220;3
POMAREZ;220;3
MOLAC;220;6
LA VILLEDIEU DU CLAIN;220;2
NEUVILLE DE POITOU;220;0
LA CHAPELLE AUX CHOUX;220;3
ST PARDOUX DU BREUIL;220;2
ST LEGER DE MONTBRILLAIS;220;2
AUBENASSON;220;1
MONTASTRUC DE SALIES;220;16
AUBERVILLE LA RENAULT;220;23
ROCQUES;220;3
ST SULPICE DE GUILLERAGUES;220;0
ESPIUTE;220;1
LOISIA;220;3
ROMAGNE SOUS LES COTES;220;6
CHAMPAGNE ET FONTAINE;220;0
LOUIN;220;1
BRASC;220;5
VEZERONCE CURTIN;220;8
ROCHEFORT EN VALDAINE;220;2
MAISONCELLES SUR AJON;220;2
CHATELLERAULT;220;1
YVRE LE POLIN;220;0
SARAZ;220;3
AIGLEPIERRE;220;4
ORX;220;4
ARGENTON;220;1
ST MAURICE D ARDECHE;220;2
STUCKANGE;220;2
ROQUECOURBE;220;12
CREST;220;3
BRISSAC LOIRE AUBANCE;220;1
SURMONT;220;5
OLLAINVILLE;220;6
RONSENAC;220;0
BERZEME;220;0
ST PIERRE DES TRIPIERS;220;3
BAIX;220;2
LA BARTHE DE NESTE;220;27
CLERIEUX;220;0
VIVIERS LES MONTAGNES;220;2
LES ASSIONS;220;3
BERUGES;220;1
LES FONTENELLES;220;22
LAVAL LE PRIEURE;220;2
PUISIEUX;220;8
GESVRES;220;9
THOUARS SUR GARONNE;220;4
ST LAURENT DES HOMMES;220;2
CAUBEYRES;220;7
MELJAC;220;2
L HOUMEAU;220;2
LINAY;220;3
LIMALONGES;220;2
ST LATTIER;220;0
GIZIA;220;5
XAMBES;220;2
LESSAY;220;4
PERS;220;3
ST GERMAIN LE VASSON;220;3
BAZENS;220;9
NILVANGE;220;1
ST LAURENT SUR OUST;220;3
CANS ET CEVENNES;220;3
CASTEL SARRAZIN;220;7
ST CHELY D AUBRAC;220;3
TIERCELET;220;0
GANAC;220;4
BECHAMPS;220;4
LONGUE JUMELLES;219;0
CASTILLON DE ST MARTORY;219;4
CONS LA GRANDVILLE;219;0
STE HONORINE DU FAY;219;1
MERDRIGNAC;219;6
LOUPPY SUR LOISON;219;9
MAURON;219;4
MARTINCOURT;219;9
DALSTEIN;219;6
ST AVIT DE SOULEGE;219;1
COUDURES;219;1
MONTIGNE LES RAIRIES;219;2
FLOTTEMANVILLE;219;24
LES VASTRES;219;1
VERSAINVILLE;219;3
CUISSAI;219;3
OCCAGNES;219;3
CHILLY SUR SALINS;219;0
MALISSARD;219;0
MOURENX;219;7
FRANCESCAS;219;9
ECOUCHE LES VALLEES;219;3
SABLIERES;219;1
LIEUCHE;219;8
ST LOUBOUER;219;3
COLOMBIER SAUGNIEU;219;0
ST MICHEL DE VAX;219;14
PANJAS;219;10
MUZILLAC;219;8
ASSAT;219;1
OLLIOULES;219;31
ST MICHEL DE BOULOGNE;219;2
BONNOEIL;219;1
MOSSET;219;21
CHATONNAY;219;2
CARDONVILLE;219;18
LE BREVEDENT;219;1
MOULAY;219;1
RUDEAU LADOSSE;219;0
TREGUEUX;219;7
ST PATRICE DU DESERT;219;1
AHAXE ALCIETTE BASCASSAN;219;11
LES AUTHIEUX SUR CALONNE;219;2
CASTERAS;219;3
CRESSIA;219;4
ST LAURENT SUR OTHAIN;219;2
MORANNES SUR SARTHE DAUMERAY;219;3
ST AVIT FRANDAT;219;10
DOLMAYRAC;219;2
HOTTOT LES BAGUES;219;3
CHANEAC;219;0
VIELLE TURSAN;219;3
TECHE;219;8
GANTIES;219;2
LA CHEVILLOTTE;219;3
GILLONNAY;219;0
COUESMES VAUCE;219;2
ST GERMAIN DE MONTBRON;219;1
LABASTIDE DU TEMPLE;219;4
BERTHEGON;219;1
LE FAULQ;219;2
TORCHAMP;219;12
ASSE LE BERENGER;219;0
LIGRE;219;1
SICCIEU ST JULIEN ET CARISIEU;219;2
PORTE DES BONNEVAUX;219;2
EYMEUX;219;0
BLECOURT;219;2
CASTELNAU DE MONTMIRAL;219;16
HABLOVILLE;219;2
TAURIERS;219;1
BUZIGNARGUES;219;0
SOYONS;219;2
STE MAURE DE PEYRIAC;219;5
GOES;219;1
TOURRIERS;219;1
BAZOUGERS;219;0
LE BOURG DUN;219;44
NOMDIEU;219;7
ARZAL;219;11
SILHAC;219;1
ST MARTIAL DE VALETTE;219;2
PEYRIAC MINERVOIS;219;7
ARFONS;219;6
ADAM LES PASSAVANT;219;5
OUSSIERES;219;2
SARDIEU;219;1
ST GEORGES BLANCANEIX;219;1
HAMBACH;218;5
ROUPERROUX;218;2
MADRE;218;1
MAUREPAS;218;5
ST PIERRE DE RIVIERE;218;23
ST CALAIS DU DESERT;218;3
VALDALLIERE;218;9
VAL D OUST;218;5
ESPIENS;218;8
LA CHAPELLE ST LAUD;218;3
DRAP;218;30
AUBRY LE PANTHOU;218;2
TALANGE;218;3
SAUBRIGUES;218;2
ST CIRGUE;218;4
LES LAUBIES;218;2
LA CHAPELLE AU MOINE;218;5
RURANGE LES THIONVILLE;218;14
LE COUDRAY MACOUARD;218;3
LA FRANCHEVILLE;218;21
MONCEY;218;0
NEUILLY LE VENDIN;218;4
ARBERATS SILLEGUE;218;4
LITTEAU;218;1
ST PHILBERT SUR ORNE;218;4
ETRICHE;218;1
ST FLOXEL;218;36
SAILLENARD;218;2
EYZERAC;218;2
LENS LESTANG;218;2
NONTRON;218;0
LORAY;218;2
LANEUVILLE SUR MEUSE;218;2
DIGNA;218;2
LA CHATELAINE;218;3
UCKANGE;218;3
SAUSSENAC;218;8
LANGUEUX;218;3
ST GINEYS EN COIRON;218;1
ST ANDRE DE VEZINES;218;8
ALLOINAY;218;1
NOYANT VILLAGES;218;0
MARCHESIEUX;218;1
ST GEORGES D ELLE;218;2
LICHOS;218;0
AUDOUVILLE LA HUBERT;218;13
MUNTZENHEIM;218;18
GABARRET;218;4
TARZY;218;29
ST LAURENT D OLT;218;1
CEYZERIAT;218;2
CONDAC;218;3
DIRAC;218;1
UFFHEIM;218;36
LA SONE;218;2
CHARAVINES;218;7
FRAISSE;218;3
DAMERY;218;3
FONROQUE;218;2
BEAUPOUYET;218;5
MOUSCARDES;218;2
LOUBES BERNAC;218;4
LE COURS;218;10
NIEDERVISSE;218;4
ST CYR MONTMALIN;218;3
ESCLOTTES;218;4
LA PALLU;218;5
ST LERY;218;5
EBREON;218;1
BETBEZER D ARMAGNAC;218;7
JUVIGNY SUR ORNE;218;5
AUTERRIVE;218;8
ST GENIEZ D OLT ET D AUBRAC;218;1
ST LAURENT EN ROYANS;218;2
UNGERSHEIM;218;16
CASTANDET;218;1
MEISTRATZHEIM;218;34
ROTALIER;218;2
TANVILLE;218;8
GOUT ROSSIGNOL;218;3
PUILLY ET CHARBEAUX;218;2
LE MASNAU MASSUGUIES;218;14
STE BLANDINE;218;2
ST PAUL LES ROMANS;218;0
LE DEZERT;218;8
PARDAILLAN;218;2
VEYRAS;218;0
AUBERVILLE LA MANUEL;218;70
BOSJEAN;218;2
ABANCOURT;218;6
MERLES SUR LOISON;218;2
LA CHAPELLE SUR FURIEUSE;217;1
JAILLANS;217;1
SASSETOT LE MAUCONDUIT;217;41
MONTBRUN BOCAGE;217;4
PUICHERIC;217;2
ST BARTHELEMY LE MEIL;217;0
COLLEVILLE MONTGOMERY;217;19
EAUX BONNES;217;40
LA FORET DE TESSE;217;1
PUCH D AGENAIS;217;1
LAGLORIEUSE;217;2
TREVIERES;217;3
VAL SONNETTE;217;1
ST ROMAIN EN GIER;217;2
LE CHATELET SUR MEUSE;217;16
VENERIEU;217;1
MARTINVAST;217;55
AIGUEFONDE;217;3
LA TOUR DU PIN;217;4
ST OUEN LE PIN;217;3
NAJAC;217;4
CHEMERY LES DEUX;217;0
AGEN;217;3
GRAZAY;217;6
MOUSTIER;217;1
ORTHEZ;217;3
TREBONS;217;7
DRUILLAT;217;1
CHANTEMERLE LES BLES;217;1
ST LAMAIN;217;0
ST VINCENT SUR L ISLE;217;1
VILLARD D HERY;217;2
LE BAS SEGALA;217;1
VENDOIRE;217;3
LES MONTS D AUNAY;217;5
LIESVILLE SUR DOUVE;217;14
LANDERROUAT;217;4
AVAILLES EN CHATELLERAULT;217;2
LES MARTYS;217;5
ARON;217;6
MAGNAC SUR TOUVRE;217;3
ST MAURIN;217;7
ANY MARTIN RIEUX;217;32
FIEUX;217;4
CHATEAUGIRON;217;2
ST MARTIAL D ARTENSET;217;2
ST AIGNAN DE COUPTRAIN;217;1
LABEGUDE;217;0
ARHANSUS;217;3
ENTRAMMES;217;7
MARPAPS;217;6
BOUDY DE BEAUREGARD;217;3
PONT DE CHERUY;217;1
ANDOLSHEIM;217;18
DURAS;217;2
EPINOUZE;217;2
STEINBRUNN LE BAS;217;36
PEREYRES;217;2
STE CECILE DU CAYROU;217;4
BRETTE;217;1
XIVRY CIRCOURT;217;9
ST DOS;217;2
ST VICTOR DE MALCAP;217;2
BEAUREPAIRE EN BRESSE;217;6
VRY;217;5
ALTVILLER;217;3
L ISLE D ESPAGNAC;217;2
ST SEVER;217;3
VINDELLE;217;1
ST JEAN DELNOUS;217;4
VERJON;217;2
VALVIGNERES;217;0
POINTEL;217;5
BERNIERES D AILLY;217;2
ST MICHEL SUR SAVASSE;217;1
AVILLERS;217;2
ST AFFRIQUE LES MONTAGNES;217;8
USCLADES ET RIEUTORD;217;3
MONT LOZERE ET GOULET;217;2
VERRIE;217;2
LIPSHEIM;217;53
CHARNOZ SUR AIN;217;3
THELONNE;217;2
SIGEAN;217;15
ST GERMAIN LAPRADE;217;4
TREDANIEL;217;7
LE CASTELET;217;0
PEYRIAC DE MER;217;9
ST SAUVEUR LALANDE;217;1
FORT MOVILLE;217;5
RENUNG;217;1
OUILLY LE VICOMTE;217;5
BRUX;217;2
ST MARTIN DE BEAUVILLE;216;4
BOURNAND;216;2
ST MICHEL DE DOUBLE;216;2
ST LOUP DU DORAT;216;3
FOURQUEVAUX;216;11
VAL REVERMONT;216;3
RIBAUTE;216;9
PUYMICLAN;216;0
ROUGNAC;216;0
MISSIRIAC;216;8
SEINGBOUSE;216;0
STE JULIETTE SUR VIAUR;216;2
MONTIGNAC LE COQ;216;0
ST PIERRE DE SEMILLY;216;3
ANJOU;216;0
LA CAMBE;216;9
RAILLEU;216;47
BRABANT SUR MEUSE;216;14
SUZAN;216;16
POMPIERRE SUR DOUBS;216;1
ST CHARLES LA FORET;216;1
ST GEORGES LES BAILLARGEAUX;216;1
LASFAILLADES;216;9
CARBES;216;3
ST LAURENT DES VIGNES;216;1
LINAZAY;216;1
MAUVEZIN SUR GUPIE;216;0
MINZAC;216;2
ARANC;216;8
BARNAS;216;2
SAUMONT;216;3
STE MARIE DU BOIS;216;11
RELANS;216;5
ST GERMAIN LANGOT;216;2
OZENX MONTESTRUCQ;216;2
BRETONCELLES;216;8
GOMMECOURT;216;5
VELINES;216;2
LARRIVIERE ST SAVIN;216;2
ST JULIEN DE L HERMS;216;1
ESCOUSSENS;216;12
BEUXES;216;1
BERTRIC BUREE;216;1
PUYSSERAMPION;216;2
ASPACH;216;4
VINNEMERVILLE;216;57
VILLENEUVE SUR VERE;216;3
CHAMPFREMONT;216;1
LANNEPAX;216;11
MOISSAC;216;7
CIZAY LA MADELEINE;216;3
MOUTERRE SILLY;216;0
HAUTESVIGNES;216;3
BRUNEHAMEL;216;21
SOS;216;5
CASTELNAU SUR GUPIE;216;1
CHATEAUNEUF SUR ISERE;216;3
CHARMES SUR L HERBASSE;216;2
TOUROUZELLE;216;2
CAOUENNEC LANVEZEAC;216;46
RIMLING;216;34
BOULAY LES IFS;216;10
VAL D ARCOMIE;216;2
LE BOIS HELLAIN;216;3
LA ROCHEFOUCAULD EN ANGOUMOIS;216;2
MIERY;216;5
ROCHER;216;3
GREZET CAVAGNAN;216;0
POUANT;216;1
PASSAVANT;216;2
LE GRAND SERRE;216;1
BOULLEVILLE;216;4
ARTAS;216;0
MEYRANNES;216;0
LA BAZOGE MONTPINCON;216;3
LE FLEIX;216;2
GLUN;216;0
TUSSON;216;0
APPRIEU;216;1
LUZY ST MARTIN;216;1
AUBENTON;216;25
ST AUBIN LE CAUF;216;18
ST JEAN DE SOUDAIN;216;1
MONTROZIER;216;1
VILLEBOIS LAVALETTE;216;1
BISTEN EN LORRAINE;216;28
PRIMARETTE;216;1
FRONTENAY;216;3
CAPENDU;216;3
LES TROIS CHATEAUX;216;2
LA POTERIE CAP D ANTIFER;216;75
LAUSSONNE;216;1
ARTIGUELOUVE;216;4
COUSANCE;216;3
ST MELAINE SUR AUBANCE;216;1
TALENSAC;216;3
MARILLAC LE FRANC;215;2
GOUFFERN EN AUGE;215;8
LABEAUME;215;2
HOLVING;215;18
TEILLET;215;10
ST LAMBERT;215;2
MOYEUVRE PETITE;215;5
LARROQUE ST SERNIN;215;4
VOUNEUIL SOUS BIARD;215;3
TROGUERY;215;48
ST PASTOUS;215;9
ORION;215;2
ST PEY D ARMENS;215;1
BELUS;215;5
MUTRECY;215;3
MONTFALCON;215;0
SEICHES SUR LE LOIR;215;2
LE PAS;215;4
LES COSTES GOZON;215;11
MENIL GONDOUIN;215;1
ST VALERY EN CAUX;215;73
BARBASTE;215;13
CUISIA;215;2
L ISLE D ABEAU;215;1
SOUFFRIGNAC;215;5
ST DENIS DU MAINE;215;0
MARCILLY SUR VIENNE;215;1
LABRETONIE;215;3
POUY ROQUELAURE;215;2
PLEDRAN;215;16
JAULDES;215;2
OMONT;215;13
BRETTEVILLE SUR LAIZE;215;0
PAGNOZ;215;1
QUIBERON;215;76
BOURG DE PEAGE;215;6
CAVIGNY;215;2
CHASSIECQ;215;3
CHEVIGNEY SUR L OGNON;215;1
BINDERNHEIM;215;49
MOULIHERNE;215;3
THURAGEAU;215;2
ROMBAS;215;3
RANCOURT;215;7
LE RIBAY;215;8
BEAUREGARD BARET;215;2
MORRE;215;7
FAYE LA VINEUSE;215;2
STE CROIX DE MAREUIL;215;3
QUINCAY;215;2
BREMOY;215;2
COATASCORN;215;27
AVERTON;215;7
REANS;215;1
EYSSON;215;2
YVERSAY;215;1
GRASSAC;215;1
BOURG DES MAISONS;215;1
EVRECY;215;1
NASSIET;215;6
ST GEORGES LE FLECHARD;215;1
ST GERAUD;215;1
MONTGAILLARD DE SALIES;215;4
SOYAUX;215;0
LAGARDELLE SUR LEZE;215;8
ST ETIENNE DE BOULOGNE;215;2
ST MARTIAL VIVEYROL;215;5
CAUNES MINERVOIS;215;10
ISSAC;215;3
VAL DE BRIEY;215;3
DIGNAC;215;1
ESTARVIELLE;215;38
NEPVANT;215;6
DOUSSAY;215;1
FEUGUEROLLES BULLY;215;2
OGENNE CAMPTORT;215;7
BELLOU EN HOULME;215;5
BELLEFOND;215;1
ST AMANT DE NOUERE;215;1
AYZIEU;215;1
VILLERS ROBERT;215;4
QUIE;215;7
MONTAZEAU;215;1
HUBERVILLE;215;35
BEUZEVILLE;215;5
HIERES SUR AMBY;215;3
ST POMPONT;215;0
CHASSIEU;215;2
VERNAS;215;0
ST SEVE;215;1
MONTCORNET;215;5
MESLAY DU MAINE;215;0
SAVENNIERES;215;1
VAL D ARRY;215;6
BEAUPONT;215;2
CHASSAGNE ST DENIS;215;3
SAULCE SUR RHONE;215;5
QUETTEVILLE;215;2
BASSE HAM;215;7
TAURINYA;215;46
LA CHAPELLE AU RIBOUL;215;6
RIBAGNAC;215;0
RIA SIRACH;215;47
SOUMONT ST QUENTIN;215;1
PRESSAC;215;2
AGOS VIDALOS;214;1
LES BOIS D ANJOU;214;1
LANDEHEN;214;1
BELLON;214;0
GENNES;214;3
PRANZAC;214;1
BELLEGARDE POUSSIEU;214;5
FOULOGNES;214;2
OSMANVILLE;214;12
ESCALES;214;9
LEMBRAS;214;0
MONTBRUN DES CORBIERES;214;5
CHATEAUNEUF DE VERNOUX;214;0
LACABAREDE;214;10
CHAMOLE;214;3
MIGNE AUXANCES;214;2
NORON L ABBAYE;214;3
ASSE LE RIBOUL;214;1
BAUPTE;214;5
ST PIERRE ST JEAN;214;5
MIRE;214;0
TAUPONT;214;6
ST MALO DE BEIGNON;214;9
CASTELNAU MONTRATIER STE ALAUZIE;214;8
ST GERMAIN DU TEIL;214;0
CHARCHIGNE;214;0
LA CROIX HELLEAN;214;14
CUISEAUX;214;1
KUNTZIG;214;2
EPAIGNES;214;2
FONTOY;214;2
COMBRAY;214;4
YUTZ;214;8
REGNEVILLE SUR MEUSE;214;3
GRIMBOSQ;214;2
KALHAUSEN;214;23
VOLSTROFF;214;3
STE MARGUERITE LAFIGERE;214;1
BUCEELS;214;0
ST GLADIE ARRIVE MUNEIN;214;2
ST PORQUIER;214;7
VILLENEUVE MINERVOIS;214;0
ST SYMPHORIEN SOUS CHOMERAC;214;0
MOUCHARD;214;2
MAISONCELLES DU MAINE;214;1
RONCHAUX;214;2
VIEILLEY;214;3
MONTPEZAT SOUS BAUZON;214;2
MOIRAX;214;6
REIGNEVILLE BOCAGE;214;13
BAZANCOURT;214;1
OUGNEY DOUVOT;214;5
DURAN;214;10
ST GERAUD DE CORPS;214;2
CAUSSADE;214;6
BONS TASSILLY;214;2
MOULEYDIER;214;2
BERRIC;214;8
COLAYRAC ST CIRQ;214;3
CHATELAIN;214;0
SMARVES;214;1
VALDAHON;214;2
ESCHAU;214;66
LASSAY LES CHATEAUX;214;3
LACHAMP RIBENNES;214;3
GRACES;214;29
WAVRILLE;214;3
LEMBACH;214;66
LA SAUVETAT DU DROPT;214;1
GAINNEVILLE;214;1
LEFFARD;214;3
QUINS;214;9
MONTENEUF;214;8
MALESTROIT;214;7
ST SULPICE DE GRIMBOUVILLE;214;1
BEAUVOIR DE MARC;214;2
HOUDETOT;214;26
OEYREGAVE;213;5
DURFORT LACAPELETTE;213;10
SEGRIE;213;2
PUSIGNAN;213;0
IZESTE;213;4
ANCONE;213;0
BERRIAC;213;12
TOURTRES;213;0
BRETTES;213;2
CHASSAIGNES;213;1
TERRES DE DRUANCE;213;9
RIMPLAS;213;13
SAMPZON;213;4
WITTRING;213;14
FLAVIAC;213;1
NOHEDES;213;44
LA TOUR BLANCHE CERCLES;213;1
PEDERNEC;213;23
FROMEZEY;213;6
GINCREY;213;2
SEMBAS;213;3
SALLES CURAN;213;3
FAY EN MONTAGNE;213;3
AVOISE;213;2
FIRFOL;213;3
CORNEILLA DE CONFLENT;213;49
SALAVRE;213;1
MASLACQ;213;7
FOUQUEBRUNE;213;4
HERRLISHEIM PRES COLMAR;213;29
LA BASTIDE DE BESPLAS;213;12
BARNEVILLE CARTERET;213;69
SERENAC;213;3
ANDOUQUE;213;0
ST GENEROUX;213;1
ST AMANT DE BOIXE;213;3
ROGERVILLE;213;1
CAUVICOURT;213;6
LECOUSSE;213;15
MOMUY;213;3
OUZILLY;213;1
ORDAN LARROQUE;213;2
BALANOD;213;2
MONBAHUS;213;1
ARQUENAY;213;2
ST CHRISTOPHE EN CHAMPAGNE;213;3
ESQUAY NOTRE DAME;213;1
ALMAYRAC;213;2
PRECIGNE;213;3
OTTONVILLE;213;5
PISIEU;213;1
PLATS;213;2
TAILLEPIED;213;15
LA ROCHE CLERMAULT;213;2
LA HOGUETTE;213;3
LA VRAIE CROIX;213;6
CHEVEUGES;213;8
MALAVILLERS;213;4
JOUQUEVIEL;213;5
ST MAURICE D IBIE;213;1
QUINGEY;213;0
ST BIEZ EN BELIN;213;2
DOMEZAIN BERRAUTE;213;1
COMMENAILLES;213;3
PONT DE LARN;213;5
VIGNATS;213;2
BUVILLY;213;2
COULOMBIERS;213;0
LAPEYROUSE MORNAY;213;1
HOMBOURG BUDANGE;213;3
NOIRONTE;213;3
SEUILLY;213;2
BRANDEVILLE;213;3
BLANZAGUET ST CYBARD;213;1
ST MARTIN L ASTIER;213;3
IBOS;213;10
RENING;213;16
LELIN LAPUJOLLE;213;4
BOISGERVILLY;213;2
ST NICOLAS DU TERTRE;213;2
PAMPELONNE;213;1
GARANOU;213;18
REMINIAC;213;9
MILLY SUR BRADON;213;2
LES MOUTIERS EN AUGE;213;4
GIZAY;213;3
REICHSHOFFEN;213;34
MISSECLE;213;3
LAVIRON;213;0
CHANNAY SUR LATHAN;213;1
ST PIERRE DE NOGARET;213;3
CERANS FOULLETOURTE;213;3
JOURNANS;213;1
ST SAUVEUR CAMPRIEU;213;5
LISON;213;6
BROUENNES;213;4
ST LOTHAIN;213;7
MESNAY;213;2
GRANGES SUR LOT;213;0
KERLING LES SIERCK;213;7
VILLERS SUR BAR;213;15
LE MESNIL DURDENT;213;33
GRANDFONTAINE SUR CREUSE;213;1
ST JEAN D ELLE;213;2
DROCOURT;212;5
GRANGES LES BEAUMONT;212;3
RHINAU;212;79
MOIDIEU DETOURBE;212;0
VAUDELNAY;212;1
CAMPAGNE SUR ARIZE;212;5
FAUILLET;212;0
HARCY;212;37
ST DESIR;212;3
ST ROMAIN D AY;212;0
LE VIGNAU;212;4
MARSAC SUR L ISLE;212;1
HEAUVILLE;212;73
AYGUETINTE;212;9
LES GARENNES SUR LOIRE;212;0
PLOUGUENAST LANGAST;212;6
VILLENEUVE SUR LOT;212;1
BOSSIEU;212;1
